iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,imported_cases,total_tests,new_tests,,,,,
USA,,Miami,2020-06-03,11073,423.98,,,,,,,18455,731,,0.6
USA,,Miami,2020-06-04,11266.8,432.68,,,,,,,18778,746,,0.6
USA,,Miami,2020-06-05,11433,440.8,,,,,,,19055,760,,0.6
USA,,Miami,2020-06-06,11578.8,443.7,,,,,,,19298,765,,0.6
USA,,Miami,2020-06-07,11727.6,443.7,,,,,,,19546,765,,0.6
USA,,Miami,2020-06-08,11853,444.86,,,,,,,19755,767,,0.6
USA,,Miami,2020-06-09,11987.4,448.92,,,,,,,19979,774,,0.6
USA,,Miami,2020-06-10,12165.6,454.72,,,,,,,20276,784,,0.6
USA,,Miami,2020-06-11,12328.2,462.84,,,,,,,20547,798,,0.6
USA,,Miami,2020-06-12,12522.6,469.22,,,,,,,20871,809,,0.6
USA,,Miami,2020-06-13,12979.2,476.76,,,,,,,21632,822,,0.6
USA,,Miami,2020-06-14,12766,478.5,,,,,,,21916,825,,0.582496806
USA,,Miami,2020-06-15,13165,479.08,,,,,,,22196,826,,0.593124887
USA,,Miami,2020-06-16,13416.6,491.26,,,,,,,22740,847,,0.59
USA,,Miami,2020-06-17,13730.48,493,,,,,,,23272,850,,0.59
USA,,Miami,2020-06-18,14073.27,498.22,,,,,,,23853,859,,0.59
USA,,Miami,2020-06-19,14381.25,501.12,,,,,,,24375,864,,0.59
USA,,Miami,2020-06-20,14711,506.92,,,,,,,25079,874,,0.586586387
USA,,Miami,2020-06-21,14957.62,512.72,,,,,,,25789,884,,0.58
USA,,Miami,2020-06-22,15218.04,512.72,,,,,,,26238,884,,0.58
USA,,Miami,2020-06-23,15556.18,523.16,,,,,,,26821,902,,0.58
USA,,Miami,2020-06-24,16111.24,537.08,,,,,,,27778,926,,0.58
USA,,Miami,2020-06-25,16624.54,542.3,,,,,,,28663,935,,0.58
USA,,Miami,2020-06-26,17513.1,548.68,,,,,,,30195,946,,0.58
USA,,Miami,2020-06-27,18305.38,549.26,,,,,,,31561,947,,0.58
USA,,Miami,2020-06-28,19553.54,552.74,,,,,,,33713,953,,0.58
USA,,Miami,2020-06-29,20924,565.5,,,,,,,35221,975,,0.594077397
,,,,,,,,,,,,36819,991,,
